0,-4.4038,4.4038,-3.2658,3.2658
0.1,4.4075,-4.3697,-3.4,3.1567
0.2,4.3865,-4.2886,-3.576,3.0671
0.3,4.343,-4.0171,-3.9371,2.9946
0.4,4.2772,-4.0191,-4.0191,2.9391
0.5,4.1873,-4.0583,-4.0583,2.9019
0.6,-4.0946,-4.0946,4.0694,2.8867
0.7,-4.1276,-4.1276,3.9148,2.902
0.8,-4.1574,-4.1574,3.699,2.9717
0.9,-4.1836,-4.1836,3.2588,3.2588
1,-4.2059,-4.2059,3.1784,3.1784
1.1,-4.2242,-4.2242,3.0939,3.0939
1.2,-4.2379,-4.2379,3.0048,3.0048
1.3,-4.2466,-4.2466,2.9109,2.9109
1.4,-4.2501,-4.2501,2.8115,2.8115
1.5,-4.2475,-4.2475,2.7062,2.7062
1.6,-4.2384,-4.2384,2.5944,2.5944
1.7,-4.222,-4.222,2.4752,2.4752
1.8,-4.1974,-4.1974,2.3479,2.3479
1.9,-4.1637,-4.1637,2.2114,2.2114
2,-4.1196,-4.1196,2.0646,2.0646
2.1,-4.064,-4.064,1.9062,1.9062
2.2,-3.9955,-3.9955,1.7349,1.7349
2.3,-3.9132,-3.9132,1.5499,1.5499
2.4,-4.6114,1.3513,1.3513,-3.0232
2.5,-4.9462,1.1422,1.1422,-2.4757
2.6,-5.211,0.93111,0.93111,-1.9943
2.7,-5.4453,0.73241,0.73241,-1.5681
2.8,-5.6627,0.5603,0.5603,-1.2121
2.9,-5.8694,0.4206,0.4206,-0.93137
3,-6.0692,0.31036,0.31036,-0.71669
3.1,-6.2639,0.22324,0.22324,-0.55318
3.2,-6.4551,0.15321,0.15321,-0.42743
3.3,-6.6437,0.095675,0.095675,-0.32929
3.4,-6.8303,0.047347,0.047347,-0.25153
3.5,-7.0154,0.0059145,0.0059145,-0.18904
3.6,-7.1994,-0.030257,-0.030257,-0.13821
3.7,-7.3826,-0.062343,-0.062343,-0.096412
3.8,-7.565,-0.091201,-0.091201,-0.061729
3.9,-7.747,-0.11747,-0.11747,-0.032724
4,-7.9286,-0.14163,-0.14163,-0.0083067
4.1,-8.1099,-0.16406,-0.16406,0.012364
4.2,-8.291,-0.18504,-0.18504,0.029945
4.3,-0.20481,-0.20481,-8.472,0.044958
4.4,-0.22354,-0.22354,-8.6529,0.057819
4.5,-0.24139,-0.24139,-8.8338,0.068865
4.6,-0.25848,-0.25848,-9.0146,0.078371
4.7,-0.27491,-0.27491,-9.1954,0.086563
4.8,-0.29076,-0.29076,-9.3763,0.093629
4.9,-0.30611,-0.30611,-9.5572,0.099724
5,-0.321,-0.321,-9.7382,0.10498
5.1,-0.3355,-0.3355,-9.9192,0.10951
5.2,-0.34964,-0.34964,-10.1,0.11341
5.3,-0.36346,-0.36346,-10.282,0.11675
5.4,-0.377,-0.377,-10.463,0.1196
5.5,-0.39027,-0.39027,-10.644,0.12204
5.6,-0.40332,-0.40332,-10.826,0.1241
5.7,-0.41615,-0.41615,-11.007,0.12582
5.8,-0.42879,-0.42879,-11.189,0.12726
5.9,-0.44125,-0.44125,-11.371,0.12844
6,-0.45354,-0.45354,-11.553,0.12939
